Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score,Year,Mark_Sec
2436,1:44.85,,Adam KSZCZOT,02 SEP 1989,POL,3,,"Olympic Stadium, London (GBR)",2015-07-25,1178,2015,104.85
2436,1:44.85,,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,2sf3,,"National Stadium, Beijing (CHN)",2015-08-23,1178,2015,104.85
2436,1:44.85,,Jake WIGHTMAN,11 JUL 1994,GBR,3,,"Sports Park Mladost, Zagreb (CRO)",2020-09-15,1178,2020,104.85
2436,1:44.85,,Mateusz BORKOWSKI,02 APR 1997,POL,3,,"Paavo Nurmen Stadion, Turku (FIN)",2021-06-08,1178,2021,104.85
2436,1:44.85,,Jeffrey RISELEY,11 NOV 1986,AUS,7f1,,"Stadion Śląski, Chorzów (POL)",2021-06-20,1178,2021,104.85
2436,1:44.85,,Amel TUKA,09 JAN 1991,BIH,8,,"Stade Louis II, Monaco (MON)",2021-07-09,1178,2021,104.85
2436,1:44.85,,Álvaro DE ARRIBA,02 JUN 1994,ESP,3,,"Stadion Śląski, Chorzów (POL)",2022-06-05,1178,2022,104.85
2436,1:44.85,,Slimane MOULA,25 FEB 1999,ALG,5,,"Hayward Field, Eugene, OR (USA)",2022-07-23,1178,2022,104.85
2436,1:44.85,,Mariano GARCÍA,25 SEP 1997,ESP,1,,"Olympiastadion, München (GER)",2022-08-21,1178,2022,104.85
2436,1:44.85,,Andreas KRAMER,13 APR 1997,SWE,9,,"Stade Charléty, Paris (FRA)",2023-06-09,1178,2023,104.85
2436,1:44.85,,Saúl ORDÓÑEZ,10 APR 1994,ESP,1,,"Mestský Stadion, Ostrava (CZE)",2023-06-27,1178,2023,104.85
2436,1:44.85,,Gabriel TUAL,09 APR 1998,FRA,3,,"Olympiastadion, Stockholm (SWE)",2023-07-02,1178,2023,104.85
2436,1:44.85,,Isaiah HARRIS,18 OCT 1996,USA,1f1,,"Los Angeles, CA (USA)",2023-07-22,1178,2023,104.85
2436,1:44.85,,Catalin TECUCEANU,09 SEP 1999,ITA,1f1,,"Stade Raymond Troussier, Decines (FRA)",2024-05-04,1178,2024,104.85
2436,1:44.85,,Tony VAN DIEPEN,17 APR 1996,NED,3,,"Bislett Stadion, Oslo (NOR)",2024-05-30,1178,2024,104.85
2475,1:44.86,,Edwin KOECH,23 JUL 1961,KEN,6,,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-06,1178,1984,104.86
2475,1:44.86,,Moussa FALL,28 AUG 1963,SEN,2,,Bruxelles (BEL),1986-09-05,1178,1986,104.86
2475,1:44.86,,Tom MCKEAN,27 OCT 1963,GBR,1sf1,,"Stadio Olimpico, Roma (ITA)",1987-08-31,1178,1987,104.86
2475,1:44.86,,Giuseppe D'URSO,15 SEP 1969,ITA,2,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-17,1178,1993,104.86
2475,1:44.86,,Mark EVERETT,02 SEP 1968,USA,1,,"Durham, NC (USA)",1994-08-13,1178,1994,104.86
2475,1:44.86,,Jose PARRILLA,31 MAR 1972,USA,3,,"Atlanta, GA (USA)",1996-06-19,1178,1996,104.86
2475,1:44.86,,Robert CHIRCHIR,26 NOV 1972,KEN,1,,Leverkusen (GER),1996-08-20,1178,1996,104.86
2475,1:44.86,,Wilson KIPKETER,12 DEC 1972,DEN,1,,Sopot (POL),1997-06-14,1178,1997,104.86
2475,1:44.86,,David KIPTOO SINGOEI,25 JUN 1965,KEN,3,,Hechtel (BEL),1997-07-19,1178,1997,104.86
2475,1:44.86,,Japheth KIMUTAI,20 DEC 1978,KEN,3,,Paris (FRA),1998-07-29,1178,1998,104.86
2475,1:44.86,,André BUCHER,19 OCT 1976,SUI,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",2003-07-01,1178,2003,104.86
2475,1:44.86,,Jonathan JOHNSON,05 MAR 1982,USA,1,,"Manhattan, KS (USA)",2005-05-15,1178,2005,104.86
2475,1:44.86,,John LITEI,02 JUN 1983,KEN,3,,Villeneuve d'Ascq (FRA),2005-06-12,1178,2005,104.86
2475,1:44.86,,Christian SMITH,31 OCT 1983,USA,3,,Lignano (ITA),2006-07-16,1178,2006,104.86
2475,1:44.86,,Khadevis ROBINSON,19 JUL 1976,USA,3,,Stockholm (SWE),2006-07-25,1178,2006,104.86
2475,1:44.86,,Andrea LONGO,26 JUN 1975,ITA,4f2,,Rieti (ITA),2006-08-27,1178,2006,104.86
2475,1:44.86,,Justus KOECH,19 MAR 1980,KEN,6,,"Olympic Stadium, Athina (GRE)",2007-07-02,1178,2007,104.86
2475,1:44.86,,Augustine Kiprono CHOGE,21 JAN 1987,KEN,4f1,,Ostrava (CZE),2009-06-17,1178,2009,104.86
2475,1:44.86,,Jackson Mumbwa KIVUVA,11 AUG 1989,KEN,1f2,,Madrid (ESP),2009-07-04,1178,2009,104.86
2475,1:44.86,,Nick SYMMONDS,30 DEC 1983,USA,7,,"Letzigrund, Zürich (SUI)",2009-08-28,1178,2009,104.86
2475,1:44.86,,Michael RIMMER,03 FEB 1986,GBR,6f1,,"Suhaim bin Hamad Stadium, Doha (QAT)",2012-05-11,1178,2012,104.86
2475,1:44.86,,Nick SYMMONDS,30 DEC 1983,USA,1,,Edmonton (CAN),2013-06-29,1178,2013,104.86
2475,1:44.86,,Willy Kiplimo TARBEI,30 MAY 1998,KEN,1,,Kingston (JAM),2017-06-10,1178,2017,104.86
2475,1:44.86,,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,4,,Nairobi (KEN),2017-06-24,1178,2017,104.86
2475,1:44.86,,Mariano GARCÍA,25 SEP 1997,ESP,7,,"Boudewijnstadion, Bruxelles (BEL)",2022-09-02,1178,2022,104.86
2475,1:44.86,,Ermias GIRMA,20 JAN 2005,ETH,2,,"Stade Louis II, Monaco (MON)",2023-07-21,1178,2023,104.86
2501,1:44.87,,Mark ENYEART,09 OCT 1953,USA,1,,"Eugene, OR (USA)",1975-06-21,1177,1975,104.87
2501,1:44.87,,Peter ELLIOTT,09 OCT 1962,GBR,4,,"Olympiastadion, Helsinki (FIN)",1983-08-09,1177,1983,104.87
2501,1:44.87,,James ROBINSON,27 AUG 1954,USA,1,,Luxembourg (LUX),1984-07-08,1177,1984,104.87
2501,1:44.87,,Stanley REDWINE,10 APR 1961,USA,2,,Oslo (NOR),1984-07-21,1177,1984,104.87
2501,1:44.87,,Omar KHALIFA,18 DEC 1956,SUD,5sf1,,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-05,1177,1984,104.87
2501,1:44.87,,Peter ELLIOTT,09 OCT 1962,GBR,3,,Nice (FRA),1986-07-15,1177,1986,104.87
2501,1:44.87,,Peter ELLIOTT,09 OCT 1962,GBR,3,,Bruxelles (BEL),1986-09-05,1177,1986,104.87
2501,1:44.87,,Faouzi LAHBI,02 MAR 1958,MAR,4,,Hengelo (NED),1987-07-19,1177,1987,104.87
2501,1:44.87,,Sammy KOSKEI,14 MAY 1961,KEN,3f1,,"Letzigrund, Zürich (SUI)",1987-08-19,1177,1987,104.87
2501,1:44.87,,Ocky CLARK,14 NOV 1960,USA,6,,"New Orleans, LA (USA)",1992-06-24,1177,1992,104.87
2501,1:44.87,,Fred ONYANCHA,25 DEC 1969,KEN,1,,Padova (ITA),1995-07-16,1177,1995,104.87
2501,1:44.87,,Pavel SOUKUP,02 JAN 1971,CZE,4,,Nürnberg (GER),1996-06-07,1177,1996,104.87
2501,1:44.87,,Rich KENAH,04 AUG 1970,USA,3,,"Indianapolis, IN (USA)",1997-06-13,1177,1997,104.87
2501,1:44.87,,Nathan KAHAN,12 FEB 1971,BEL,5,,Bruxelles (BEL),1997-08-22,1177,1997,104.87
2501,1:44.87,,El-Mahjoub HAIDA,01 JUL 1970,MAR,1,,Nice (FRA),1998-07-16,1177,1998,104.87
2501,1:44.87,,Wilson KIPKETER,12 DEC 1972,DEN,1sf2,,"La Cartuja, Sevilla (ESP)",1999-08-27,1177,1999,104.87
2501,1:44.87,,Nils SCHUMANN,20 MAY 1978,GER,1,,Dortmund (GER),2000-07-08,1177,2000,104.87
2501,1:44.87,,Osmar BARBOSA DOS SANTOS,20 OCT 1968,BRA,1,,Rio de Janeiro (BRA),2000-07-22,1177,2000,104.87
2501,1:44.87,,Patrick KONCHELLAH,20 APR 1968,KEN,4f1,,"Bislett Stadion, Oslo (NOR)",2000-07-28,1177,2000,104.87
2501,1:44.87,,Adem HACINI,13 DEC 1975,ALG,6,,Rieti (ITA),2001-09-02,1177,2001,104.87
2501,1:44.87,,David KRUMMENACKER,24 MAY 1975,USA,2,,London (GBR),2002-08-23,1177,2002,104.87
2501,1:44.87,,Djabir SAID-GUERNI,29 MAR 1977,ALG,6f1,,Zürich (SUI),2004-08-06,1177,2004,104.87
2501,1:44.87,,Wilfred BUNGEI,24 JUL 1980,KEN,1f1,,Zürich (SUI),2005-08-19,1177,2005,104.87
2501,1:44.87,,Yuriy BORZAKOVSKIY,12 APR 1981,RUS,3f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",2006-07-11,1177,2006,104.87
2501,1:44.87,,Amine LAALOU,13 MAY 1982,MAR,2,,Doha (QAT),2007-05-11,1177,2007,104.87
2501,1:44.87,,Nick SYMMONDS,30 DEC 1983,USA,3sf2,,"Olympic Stadium, London (GBR)",2012-08-07,1177,2012,104.87
2501,1:44.87,,Timothy KITUM,20 NOV 1994,KEN,5,,"Letzigrund, Zürich (SUI)",2013-08-29,1177,2013,104.87
2501,1:44.87,,David RUDISHA,17 DEC 1988,KEN,7f1,,"Hayward Field, Eugene, OR (USA)",2014-05-31,1177,2014,104.87
2501,1:44.87,,Amel TUKA,09 JAN 1991,BIH,6,,"Stade Olympique de la Pontaise, Lausanne (SUI)",2019-07-05,1177,2019,104.87
2501,1:44.87,,Donavan BRAZIER,15 APR 1997,USA,1sf2,,"Khalifa International Stadium, Doha (QAT)",2019-09-29,1177,2019,104.87
2501,1:44.87,,Efrem MEKONNEN,31 JAN 2001,ETH,1f1,,"Stade Omnisports Schlossberg, Forbach (FRA)",2023-05-28,1177,2023,104.87
2501,1:44.87,,Ben PATTISON,15 DEC 2001,GBR,9,,"Egret Stadium, Xiamen (CHN)",2023-09-02,1177,2023,104.87
2501,1:44.87,,James PRESTON,08 MAY 1997,NZL,1,,"Newtown Park Stadium, Wellington (NZL)",2024-03-15,1177,2024,104.87
2501,1:44.87,,Kethobogile HAINGURA,14 DEC 1998,BOT,1f5,,"University of the Western Cape, Cape Town (RSA)",2024-04-29,1177,2024,104.87
2501,1:44.87,,Gabriel TUAL,09 APR 1998,FRA,1,,"Stadio Olimpico, Roma (ITA)",2024-06-09,1177,2024,104.87
2536,1:44.88,,Alberto JUANTORENA,03 DEC 1950,CUB,3,,Firenze (ITA),1984-06-13,1177,1984,104.88
2536,1:44.88,,William WUYCKE,21 MAY 1958,VEN,3,,Nice (FRA),1984-08-20,1177,1984,104.88
2536,1:44.88,,Steve CRAM,14 OCT 1960,GBR,3,,"Neckarstadion, Stuttgart (GER)",1986-08-28,1177,1986,104.88
2536,1:44.88,,Jens-Peter HEROLD,02 JUN 1965,GDR,2,,Hengelo (NED),1990-08-12,1177,1990,104.88
2536,1:44.88,,Ocky CLARK,14 NOV 1960,USA,4,,"New York, NY (USA)",1991-06-15,1177,1991,104.88
2536,1:44.88,,Atle DOUGLAS,09 JUN 1968,NOR,1,,Drammen (NOR),1993-05-31,1177,1993,104.88
2536,1:44.88,,Wilson KIPKETER,12 DEC 1972,KEN,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",1994-07-06,1177,1994,104.88
2536,1:44.88,,Nico MOTCHEBON,13 NOV 1969,GER,1,,Stuttgart (GER) (i),1995-02-05,1235,1995,104.88
2536,1:44.88,,Sammy Kibet LANGAT,24 JAN 1970,KEN,4,,Oslo (NOR),1995-07-21,1177,1995,104.88
2536,1:44.88,,El-Mahjoub HAIDA,01 JUL 1970,MAR,8f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",1999-07-02,1177,1999,104.88
2536,1:44.88,,Robert CHIRCHIR,26 NOV 1972,KEN,1,,Arnhem (NED),1999-07-10,1177,1999,104.88
2536,1:44.88,,David KIPTOO SINGOEI,25 JUN 1965,KEN,2,,Lappeenranta (FIN),2000-08-13,1177,2000,104.88
2536,1:44.88,,William YIAMPOY,17 MAY 1974,KEN,7,,"Stade Louis II, Monaco (MON)",2000-08-18,1177,2000,104.88
2536,1:44.88,,David KRUMMENACKER,24 MAY 1975,USA,8,,"Stadio Olimpico, Roma (ITA)",2003-07-11,1177,2003,104.88
2536,1:44.88,,René HERMS,17 JUL 1982,GER,1,,Strasbourg (FRA),2005-06-23,1177,2005,104.88
2536,1:44.88,,Gary REED,25 OCT 1981,CAN,2f1,,Zürich (SUI),2005-08-19,1177,2005,104.88
2536,1:44.88,,Florent LACASSE,21 JAN 1981,FRA,5,,"Stade Louis II, Monaco (MON)",2006-08-20,1177,2006,104.88
2536,1:44.88,,Mohammed Obaid AL SALHI,11 MAY 1986,KSA,1,,Algiers (ALG),2007-06-21,1177,2007,104.88
2536,1:44.88,,Taoufik MAKHLOUFI,29 APR 1988,ALG,1,,Stockholm (SWE),2012-06-09,1177,2012,104.88
2536,1:44.88,,André OLIVIER,29 DEC 1989,RSA,1,,Beijing (CHN),2014-05-21,1177,2014,104.88
2536,1:44.88,,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,1,,Nairobi (KEN),2014-06-07,1177,2014,104.88
2536,1:44.88,,Nijel AMOS,15 MAR 1994,BOT,1,,"Le Grand Stade, Marrakech (MAR)",2014-09-14,1177,2014,104.88
2536,1:44.88,,Peter BOL,22 FEB 1994,AUS,1,,"Performance Centre, Gold Coast (AUS)",2021-06-05,1177,2021,104.88
2536,1:44.88,,Noah KIBET,12 APR 2004,KEN,3,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2021-08-22,1177,2021,104.88
2536,1:44.88,,Peter BOL,22 FEB 1994,AUS,4,,"Stade Charléty, Paris (FRA)",2021-08-28,1177,2021,104.88
2536,1:44.88,,Thomas RANDOLPH,07 FEB 1999,GBR,5,,"Olympic Stadium, London (GBR)",2023-07-23,1177,2023,104.88
2536,1:44.88,,Wyclife KINYAMAL,02 JUL 1997,KEN,2,,"Suzhou Olympic Sports Centre, Suzhou (CHN)",2024-04-27,1177,2024,104.88
2536,1:44.88,,Mohamed ATTAOUI,26 SEP 2001,ESP,1f1,,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",2024-05-22,1177,2024,104.88
2564,1:44.89,,William WUYCKE,21 MAY 1958,VEN,2,,Paris (FRA),1986-07-22,1177,1986,104.89
2564,1:44.89,,Tom MCKEAN,27 OCT 1963,GBR,3,,Köln (GER),1989-08-20,1177,1989,104.89
2564,1:44.89,,Billy KONCHELLAH,20 OCT 1961,KEN,3,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-17,1177,1993,104.89
2564,1:44.89,,Giuseppe D'URSO,15 SEP 1969,ITA,5f1,,Rieti (ITA),1993-09-05,1177,1993,104.89
2564,1:44.89,,Noureddine MORCELI,28 FEB 1970,ALG,3,,Köln (GER),1994-08-21,1177,1994,104.89
2564,1:44.89,,Mohamed YAGOUB BABIKER,02 SEP 1977,SUD,1,,Bellinzona (SUI),1997-08-18,1177,1997,104.89
2564,1:44.89,,Mark EVERETT,02 SEP 1968,USA,1,,Rio de Janeiro (BRA),1998-05-03,1177,1998,104.89
2564,1:44.89,,Nils SCHUMANN,20 MAY 1978,GER,1,,"Népstadion, Budapest (HUN)",1998-08-23,1177,1998,104.89
2564,1:44.89,,Wilson KIPKETER,12 DEC 1972,DEN,1,,"Stade de France, Paris-St-Denis (FRA)",1999-07-21,1177,1999,104.89
2564,1:44.89,,Paweł CZAPIEWSKI,30 MAR 1978,POL,4sf2,,"Commonwealth Stadium, Edmonton (CAN)",2001-08-05,1177,2001,104.89
2564,1:44.89,,Hezekiel SEPENG,30 JUN 1974,RSA,1,,"FBK Stadium, Hengelo (NED)",2002-06-02,1177,2002,104.89
2564,1:44.89,,Khadevis ROBINSON,19 JUL 1976,USA,6f2,,Zürich (SUI),2004-08-06,1177,2004,104.89
2564,1:44.89,,Antonio Manuel REINA,13 JUN 1981,ESP,10,,"Boudewijnstadion, Bruxelles (BEL)",2004-09-03,1177,2004,104.89
2564,1:44.89,,Yuriy BORZAKOVSKIY,12 APR 1981,RUS,5,,"Olympic Stadium, Athina (GRE)",2005-06-14,1177,2005,104.89
2564,1:44.89,,Yusuf Saad KAMEL,29 MAR 1983,BRN,3,,Madrid (ESP),2005-07-16,1177,2005,104.89
2564,1:44.89,,Mohammed Obaid AL SALHI,11 MAY 1986,KSA,2,,Oslo (NOR),2007-06-15,1177,2007,104.89
2564,1:44.89,,Amine LAALOU,13 MAY 1982,MAR,4f1,,"Stadio Guidobaldi, Rieti (ITA)",2007-09-09,1177,2007,104.89
2564,1:44.89,,Belal Mansoor ALI,17 OCT 1988,BRN,4,,"Boudewijnstadion, Bruxelles (BEL)",2007-09-14,1177,2007,104.89
2564,1:44.89,,Marcin LEWANDOWSKI,13 JUN 1987,POL,8,,"Letzigrund, Zürich (SUI)",2009-08-28,1177,2009,104.89
2564,1:44.89,,Mauris Surel CASTILLO,19 OCT 1984,CUB,1,,Huelva (ESP),2012-06-22,1177,2012,104.89
2564,1:44.89,,Abubaker KAKI,21 JUN 1989,SUD,9,,"Stade Louis II, Monaco (MON)",2012-07-20,1177,2012,104.89
2564,1:44.89,,Andreas BUBE,13 JUL 1987,DEN,10,,"Stade Louis II, Monaco (MON)",2012-07-20,1177,2012,104.89
2564,1:44.89,,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,1,,"FBK Stadium, Hengelo (NED)",2013-06-08,1177,2013,104.89
2564,1:44.89,,Tyler MULDER,15 FEB 1987,USA,4f1,,"Moratalaz, Madrid (ESP)",2013-07-13,1177,2013,104.89
2564,1:44.89,,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,8,,"Stade Louis II, Monaco (MON)",2013-07-19,1177,2013,104.89
2564,1:44.89,,Brandon JOHNSON,02 MAR 1985,USA,3sf2,,"Luzhniki Stadion, Moskva (RUS)",2013-08-11,1177,2013,104.89
2564,1:44.89,,Mark ENGLISH,18 MAR 1993,IRL,4,,"Stadio Guidobaldi, Rieti (ITA)",2013-09-08,1177,2013,104.89
2564,1:44.89,,Artur KUCIAPSKI,26 DEC 1993,POL,2,,"Letzigrund, Zürich (SUI)",2014-08-15,1177,2014,104.89
2564,1:44.89,,David RUDISHA,17 DEC 1988,KEN,1,,Perth (AUS),2016-03-12,1177,2016,104.89
2564,1:44.89,,Brandon MCBRIDE,15 JUN 1994,CAN,1qf1,,"Jacksonville, FL (USA)",2016-05-27,1177,2016,104.89
2564,1:44.89,,Peter BOL,22 FEB 1994,AUS,1,,"Stade Raymond Petit, Tomblaine (FRA)",2021-07-05,1177,2021,104.89
2564,1:44.89,,Elliot GILES,26 MAY 1994,GBR,1,,"Bregyó Athletic Center, Székesfehérvár (HUN)",2021-07-06,1177,2021,104.89
2564,1:44.89,,Daniel ROWDEN,09 SEP 1997,GBR,3,,"Stadion Śląski, Chorzów (POL)",2021-09-05,1177,2021,104.89
2564,1:44.89,,Noah KIBET,12 APR 2004,KEN,4f1,,"Mestský Stadion, Ostrava (CZE)",2022-05-31,1177,2022,104.89
2564,1:44.89,,Jonathan KITILIT,06 JUL 1995,KEN,7,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2022-06-25,1177,2022,104.89
2564,1:44.89,,Tibo DE SMET,28 MAY 1999,BEL,3f1,,"Stadion De Veen, Heusden-Zolder (BEL)",2022-07-02,1177,2022,104.89
2564,1:44.89,,Slimane MOULA,25 FEB 1999,ALG,1sf3,,"Hayward Field, Eugene, OR (USA)",2022-07-21,1177,2022,104.89
2564,1:44.89,,Jakub DUDYCHA,05 SEP 2005,CZE,2h4,,"Stadio Olimpico, Roma (ITA)",2024-06-07,1177,2024,104.89
2564,1:44.89,,Saúl ORDÓÑEZ,10 APR 1994,ESP,3f1,,"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",2024-06-23,1177,2024,104.89
2603,1:44.90,,Walter ADAMS,15 MAR 1945,FRG,2,,Stuttgart (GER),1970-07-16,1176,1970,104.9
2603,1:44.90,,Mike BOIT,06 JAN 1949,KEN,1,,Helsinki (FIN),1976-08-10,1176,1976,104.9
2603,1:44.90,,Rob DRUPPERS,29 APR 1962,NED,1,,Bruxelles (BEL),1983-08-26,1176,1983,104.9
2603,1:44.90,,Donato SABIA,11 SEP 1963,ITA,2qf1,,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-04,1176,1984,104.9
2603,1:44.90,,Moussa FALL,28 AUG 1963,SEN,1,,Como (ITA),1986-09-21,1176,1986,104.9
2603,1:44.90,,Donato SABIA,11 SEP 1963,ITA,3sf1,,"Olympic Stadium, Jamsil, Seoul (KOR)",1988-09-25,1176,1988,104.9
2603,1:44.90,,William TANUI,22 FEB 1964,KEN,4,,Köln (GER),1994-08-21,1176,1994,104.9
2603,1:44.90,,Wilson KIPKETER,12 DEC 1972,DEN,1,,Warszawa (POL),1995-06-16,1176,1995,104.9
2603,1:44.90,,Nico MOTCHEBON,13 NOV 1969,GER,2,,"Eugene, OR (USA)",1996-05-26,1176,1996,104.9
2603,1:44.90,,Rich KENAH,04 AUG 1970,USA,1sf,,"Atlanta, GA (USA)",1996-06-16,1176,1996,104.9
2603,1:44.90,,Arthémon HATUNGIMANA,21 JAN 1974,BDI,1,,Hechtel (BEL),1996-07-06,1176,1996,104.9
2603,1:44.90,,Patrick NDURURI,12 JAN 1969,KEN,1,,Oslo (NOR),1997-07-04,1176,1997,104.9
2603,1:44.90,,Joseph Mwengi MUTUA,10 DEC 1978,KEN,1,,Roodeport (RSA),2003-03-28,1176,2003,104.9
2603,1:44.90,,Michael ROTICH,14 JUL 1978,KEN,5,,Nairobi (KEN),2003-07-26,1176,2003,104.9
2603,1:44.90,,Mbulaeni MULAUDZI,08 SEP 1980,RSA,3,,"Stade de France, Paris-St-Denis (FRA)",2003-08-31,1176,2003,104.9
2603,1:44.90,,Antonio Manuel REINA,13 JUN 1981,ESP,3f1,,Sevilla (ESP),2004-06-05,1176,2004,104.9
2603,1:44.90,,Wilfred BUNGEI,24 JUL 1980,KEN,1h1,,Nairobi (KEN),2004-06-25,1176,2004,104.9
2603,1:44.90,,Khadevis ROBINSON,19 JUL 1976,USA,2,,Helsinki (FIN),2005-07-25,1176,2005,104.9
2603,1:44.90,,Yusuf Saad KAMEL,29 MAR 1983,BRN,3sf3,,"Olympiastadion, Helsinki (FIN)",2005-08-12,1176,2005,104.9
2603,1:44.90,,William YIAMPOY,17 MAY 1974,KEN,3f1,,Zürich (SUI),2005-08-19,1176,2005,104.9
2603,1:44.90,,Yusuf Saad KAMEL,29 MAR 1983,BRN,4f1,,Zürich (SUI),2005-08-19,1176,2005,104.9
2603,1:44.90,,Nabil MADI,09 JUN 1981,ALG,4f2,,Zürich (SUI),2006-08-18,1176,2006,104.9
2603,1:44.90,,Ismael Kipngetich KOMBICH,16 JAN 1985,KEN,1f1,,São Paulo (BRA),2008-05-22,1176,2008,104.9
2603,1:44.90,,Wilfred BUNGEI,24 JUL 1980,KEN,1h1,,"National Stadium, Beijing (CHN)",2008-08-20,1176,2008,104.9
2603,1:44.90,,Adam KSZCZOT,02 SEP 1989,POL,1f1,,"Mestský Stadion, Ostrava (CZE)",2012-05-25,1176,2012,104.9
2603,1:44.90,,Ryan MARTIN,28 MAR 1989,USA,4,,"Hayward Field, Eugene, OR (USA)",2012-06-25,1176,2012,104.9
2603,1:44.90,,Duane SOLOMON,28 DEC 1984,USA,4,,"Stadio Olimpico, Roma (ITA)",2014-06-05,1176,2014,104.9
2603,1:44.90,,Job KINYOR,08 MAY 1990,KEN,5,,"Stadio Olimpico, Roma (ITA)",2014-06-05,1176,2014,104.9
2603,1:44.90,,Brandon MCBRIDE,15 JUN 1994,CAN,4,,"Stade Louis II, Monaco (MON)",2016-07-15,1176,2016,104.9
2603,1:44.90,,Nicholas Kiplangat KIPKOECH,22 OCT 1992,KEN,3,,"Bregyó Athletic Center, Székesfehérvár (HUN)",2016-07-18,1176,2016,104.9
2603,1:44.90,,Davis CHERUIYOT,,KEN,1h2,,Nairobi (KEN),2017-05-16,1176,2017,104.9
2603,1:44.90,,David RUDISHA,17 DEC 1988,KEN,2,,Kingston (JAM),2017-06-10,1176,2017,104.9
2603,1:44.90,,David RUDISHA,17 DEC 1988,KEN,1,,"Bregyó Athletic Center, Székesfehérvár (HUN)",2017-07-04,1176,2017,104.9
2603,1:44.90,,Mostafa SMAILI,09 JAN 1997,MAR,5,,"Sports Park Mladost, Zagreb (CRO)",2018-09-04,1176,2018,104.9
2603,1:44.90,,Marco AROP,20 SEP 1998,CAN,7sf2,,"National Stadium, Tokyo (JPN)",2021-08-01,1176,2021,104.9
2603,1:44.90,,Tolesa BODENA,18 FEB 2000,ETH,2f2,,"Mestský Stadion, Ostrava (CZE)",2022-05-31,1176,2022,104.9
2603,1:44.90,,Slimane MOULA,25 FEB 1999,ALG,1h6,,"Hayward Field, Eugene, OR (USA)",2022-07-20,1176,2022,104.9
2603,1:44.90,,Collins KIPRUTO,12 APR 1994,KEN,3,,"Stadio Quercia, Rovereto (ITA)",2022-08-30,1176,2022,104.9
2603,1:44.90,,Pablo SÁNCHEZ-VALLADARES,12 NOV 1997,ESP,3,,"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",2023-06-14,1176,2023,104.9
2603,1:44.90,,Alex Ngeno KIPNGETICH,17 AUG 2000,KEN,1,,"Nyayo National Stadium, Nairobi (KEN)",2023-06-24,1176,2023,104.9
2603,1:44.90,,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,3,,"Nyayo National Stadium, Nairobi (KEN)",2024-04-20,1176,2024,104.9
2603,1:44.90,,Abraham ALVARADO,04 AUG 1995,USA,8,,"Hayward Field, Eugene, OR (USA)",2024-06-30,1176,2024,104.9
2645,1:44.91,,Steve OVETT,09 OCT 1955,GBR,2,,Köln (GER),1979-08-19,1176,1979,104.91
2645,1:44.91,,Sebastian COE,29 SEP 1956,GBR,1,,Cosford (GBR) (i),1983-03-12,1234,1983,104.91
2645,1:44.91,,Joaquim CRUZ,12 MAR 1963,BRA,1,,"Houston, TX (USA)",1983-06-03,1176,1983,104.91
2645,1:44.91,,Tracy BASKIN,03 NOV 1965,USA,3,,"Indianapolis, IN (USA)",1988-07-18,1176,1988,104.91
2645,1:44.91,,Johnny GRAY,19 JUN 1960,USA,1,,Monaco (MON),1988-08-02,1176,1988,104.91
2645,1:44.91,,Nixon KIPROTICH,04 DEC 1962,KEN,4,,"Stade Louis II, Monaco (MON)",1994-08-02,1176,1994,104.91
2645,1:44.91,,Robert CHIRCHIR,26 NOV 1972,KEN,2,,Hechtel (BEL),1996-07-06,1176,1996,104.91
2645,1:44.91,,Nico MOTCHEBON,13 NOV 1969,GER,8,,Köln (GER),1996-08-16,1176,1996,104.91
2645,1:44.91,,Hezekiel SEPENG,30 JUN 1974,RSA,2qf2,,"Olympic Stadium, Athina (GRE)",1997-08-05,1176,1997,104.91
2645,1:44.91,,Robert CHIRCHIR,26 NOV 1972,KEN,1,,Thessaloniki (GRE),1998-07-27,1176,1998,104.91
2645,1:44.91,,David KIPTOO SINGOEI,25 JUN 1965,KEN,3,,Doha (QAT),1999-05-13,1176,1999,104.91
2645,1:44.91,,Rich KENAH,04 AUG 1970,USA,2f2,,Zürich (SUI),1999-08-11,1176,1999,104.91
